,City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Min Temp,Pressure,Wind Speed,Real Feel Temp,City ID
251,Klyuchi,RU,82,1634661912,53,52.2667,79.1667,41.85,41.85,1022,7.38,37.15,1503153
252,Lokachi,UA,100,1634661912,91,50.737,24.6494,46.74,46.74,1026,6.11,43.74,702878
253,Halifax,CA,75,1634661832,65,44.6453,-63.5724,55.0,50.49,1002,1.01,50.72,6324729
254,Sayansk,RU,90,1634661914,88,54.1088,102.1648,30.85,30.85,1031,1.79,30.85,2055166
255,Kuopio,FI,0,1634661914,80,62.8924,27.677,28.35,28.35,1017,2.3,28.35,650224
256,Mindelo,CV,20,1634661915,51,16.8901,-24.9804,85.55,85.55,1012,27.63,87.49,3374462
257,Cidreira,BR,3,1634661916,63,-30.1811,-50.2056,65.52,65.52,1023,10.6,64.72,3466165
258,Hamilton,US,1,1634661791,54,39.1834,-84.5333,71.04,64.24,1023,1.01,67.1,4513583
259,Ocós,GT,91,1634661917,75,14.5094,-92.1933,90.73,84.0,1013,7.29,96.4,3592086
260,Talnakh,RU,96,1634661918,97,69.4865,88.3972,29.62,29.62,1007,5.84,23.54,1490256
261,Olinda,BR,40,1634661918,62,-8.0089,-34.8553,85.73,85.73,1013,11.5,91.29,3393536
262,Chingirlau,KZ,98,1634661919,56,51.095,54.0814,47.43,47.43,1009,7.58,43.81,610091
263,Inhambane,MZ,75,1634661920,88,-23.865,35.3833,64.38,64.0,1021,3.0,64.24,1045114
264,Lüderitz,NA,2,1634661920,59,-26.6481,15.1594,64.15,64.15,1010,9.78,63.03,3355672
265,Bambous Virieux,MU,75,1634661693,78,-20.3428,57.7575,74.21,73.65,1021,9.22,74.39,1106677
266,Faya,SA,33,1634661922,24,18.3851,42.4509,70.32,69.91,1018,10.4,68.18,110690
267,La Rioja,ES,50,1634661834,58,42.25,-2.5,67.48,65.98,1021,2.33,66.65,3336897
268,Paris,FR,0,1634661677,58,48.8534,2.3488,74.17,66.96,1017,1.01,70.84,2988507
269,Kokopo,PG,44,1634661924,82,-4.352,152.2633,77.43,77.43,1010,5.79,78.73,2093685
270,Buala,SB,23,1634661925,82,-8.145,159.5921,78.96,78.96,1011,2.3,78.96,2109528
271,San Policarpo,PH,58,1634661925,83,12.1791,125.5072,80.04,80.04,1012,1.5,84.74,1688696
272,São Raimundo das Mangabeiras,BR,56,1634661926,42,-7.0219,-45.4811,90.05,90.05,1009,6.78,91.45,3388147
273,Río Gallegos,AR,0,1634661739,23,-51.6226,-69.2181,73.45,73.45,1004,6.91,71.58,3838859
274,Māngrol,IN,0,1634661927,66,21.1167,70.1167,79.74,79.74,1013,6.96,79.74,1263752
275,Rabo de Peixe,PT,20,1634661928,68,37.8,-25.5833,71.11,71.11,1020,13.8,71.11,3372745
276,Amoy,CN,40,1634661929,73,24.4798,118.0819,75.25,75.25,1019,11.18,75.9,1790645
277,Ahipara,NZ,65,1634661930,90,-35.1667,173.1667,52.25,52.25,1024,5.37,51.4,2194098
278,Kavieng,PG,18,1634661930,74,-2.5744,150.7967,82.45,82.45,1010,7.81,88.3,2094342
279,Elk River,US,46,1634661931,55,45.3038,-93.5672,68.41,61.27,1012,1.01,64.0,5025471
280,Nanortalik,GL,60,1634661638,48,60.1432,-45.2371,41.43,41.43,1022,2.3,41.43,3421765
281,Murdochville,CA,100,1634661932,82,48.9583,-65.5006,41.88,41.88,995,3.98,39.51,6943820
282,College,US,75,1634661933,74,64.8569,-147.8028,31.66,19.35,997,3.44,18.54,5859699
283,El Silencio,VE,33,1634661829,53,10.5,-66.9167,84.34,84.34,1013,1.99,86.27,3641481
284,Arroyo de la Encomienda,ES,0,1634661934,51,41.6096,-4.7969,78.08,74.89,1022,8.05,76.37,3129371
285,Te Anau,NZ,7,1634661935,86,-45.4167,167.7167,32.16,32.16,1030,1.97,32.16,2181625
286,Kalmunai,LK,51,1634661935,78,7.4167,81.8167,81.34,81.34,1012,2.57,86.79,1242110
287,Mana,GF,88,1634661936,64,5.6592,-53.7767,85.06,85.06,1011,8.43,90.68,3381041
288,Roald,NO,75,1634661937,87,62.5833,6.1333,54.52,46.45,995,6.91,49.86,3141667
289,Escondido,US,1,1634661661,72,33.1192,-117.0864,64.2,53.35,1018,3.0,57.49,5346827
290,Tura,IN,100,1634661938,100,25.5198,90.2201,71.55,71.55,1013,1.41,73.09,1254046
291,Pisco,PE,44,1634661938,82,-13.7,-76.2167,66.02,62.65,1016,10.36,62.47,3932145
292,Nikolskoye,RU,40,1634661939,79,59.7035,30.7861,34.88,29.39,1020,4.18,30.6,546105
293,Port Alfred,ZA,0,1634661940,73,-33.5906,26.891,62.02,62.02,1025,14.67,61.36,964432
294,Nacozari,MX,70,1634661940,55,25.3366,-108.2574,84.11,82.06,1013,4.7,83.62,4018499
295,Mossamedes,AO,25,1634661941,85,-15.1961,12.1522,67.12,67.12,1011,12.26,67.53,3347019
296,Düzce,TR,61,1634661942,84,40.8389,31.1639,53.01,53.01,1028,2.59,51.96,747764
297,Kenai,US,90,1634661942,85,60.5544,-151.2583,38.14,35.65,993,13.8,27.3,5866063
298,Rock Sound,BS,51,1634661943,61,24.9,-76.2,78.85,78.85,1018,16.42,78.85,3571592
299,Vinh,VN,100,1634661944,90,18.6667,105.6667,72.46,72.46,1015,4.34,73.63,1562798
300,Amarillo,US,10,1634661945,36,35.222,-101.8313,76.03,72.09,1011,5.99,72.77,5516233
301,Katsuura,JP,100,1634661946,82,35.1333,140.3,57.22,55.51,1006,10.83,56.5,2112309
302,Freeport,US,1,1634661680,54,40.6576,-73.5832,64.44,57.18,1016,11.01,59.0,5117949
303,Bayjī,IQ,9,1634661947,36,34.9311,43.487,76.39,76.39,1015,8.23,75.42,97783
304,Sitka,US,90,1634661948,43,57.0531,-135.33,53.49,53.49,1000,18.41,50.56,5557293
305,Areosa,PT,21,1634661948,78,41.7178,-8.8571,77.68,72.16,1020,8.61,75.97,2742765
306,Bertoua,CM,99,1634661949,91,4.5833,13.6833,71.13,71.13,1010,0.38,72.23,2234359
307,Pribinić,BA,65,1634661950,76,44.6106,17.6906,48.61,48.61,1028,2.57,48.61,3192456
308,Thunder Bay,CA,75,1634661950,66,48.4001,-89.3168,64.99,57.11,1010,3.44,56.16,6166142
309,Polunochnoye,RU,96,1634661951,73,60.8697,60.4153,33.46,33.46,1004,9.46,25.81,1494482
310,Bethanien,NA,0,1634661952,6,-26.502,17.1583,81.46,81.46,1009,10.65,79.14,3358416
311,Sisophon,KH,91,1634661952,89,13.5859,102.9737,77.34,77.34,1013,0.89,78.96,1822207
312,Rayong,TH,98,1634661934,99,12.8333,101.4333,81.79,77.68,1014,1.05,79.11,1607016
313,Jalu,LY,98,1634661954,33,29.0331,21.5482,77.79,77.79,1021,12.01,76.82,86049
314,Turukhansk,RU,100,1634661955,96,65.8167,87.9833,34.74,34.74,1012,7.43,28.53,1488903
315,Outjo,NA,97,1634661955,13,-20.1167,16.15,83.77,83.77,1008,7.81,80.92,3353715
316,Laguna,US,1,1634661956,74,38.421,-121.4238,60.08,48.16,1018,1.01,51.46,5364271
317,Havelock,US,1,1634661957,45,34.8791,-76.9013,73.06,66.94,1024,1.01,68.83,4470244
318,Birjand,IR,0,1634661957,8,32.8663,59.2211,64.87,64.87,1019,4.61,61.43,140463
319,Røros,NO,75,1634661958,75,62.5747,11.3842,35.44,35.44,1001,3.44,32.65,3141332
320,Galesong,ID,65,1634661959,80,-5.3166,119.3661,75.22,75.22,1012,4.63,76.21,1644605
321,Grindavik,IS,0,1634661960,70,63.8424,-22.4338,42.75,41.47,1005,29.93,30.47,3416888
322,Canyon,US,5,1634661905,38,34.9803,-101.9188,76.46,71.53,1009,18.92,72.79,5518239
323,Yining,CN,100,1634661961,98,29.0361,114.5636,54.46,54.46,1022,3.62,54.21,1786538
324,Gouré,NE,56,1634661962,12,13.9835,10.2704,95.02,95.02,1007,6.13,90.34,2444219
325,Salalah,OM,20,1634661963,83,17.0151,54.0924,78.89,78.89,1012,8.05,78.89,286621
326,Nishifukuma,JP,93,1634661964,47,33.7667,130.4667,64.4,62.04,1018,17.38,61.57,1863978
327,At-Bashi,KG,58,1634661965,52,41.1702,75.8106,45.7,45.7,1019,3.22,44.58,1528796
328,Mocuba,MZ,39,1634661769,71,-16.8392,36.9856,74.98,74.98,1019,10.31,75.52,1024312
329,Itaqui,BR,0,1634661966,37,-29.1253,-56.5531,76.93,76.93,1019,11.54,76.06,3460629
330,Linxia Chengguanzhen,CN,100,1634661967,99,35.6003,103.2064,37.54,37.54,1025,0.47,37.54,1803331
331,Oyem,GA,86,1634661967,97,1.5995,11.5793,69.33,69.33,1011,4.7,70.52,2396646
332,Haines Junction,CA,92,1634661857,92,60.7522,-137.5108,15.75,15.75,1008,1.14,15.75,5969025
333,Bloemfontein,ZA,20,1634661730,23,-29.1211,26.214,71.08,71.08,1023,3.44,68.97,1018725
334,Fundão,BR,100,1634661969,97,-19.9341,-40.4047,76.53,76.53,1015,2.62,78.44,3462882
335,Farroupilha,BR,40,1634661970,51,-29.225,-51.3478,72.09,63.84,1022,7.0,64.8,3463605
336,Severo-Kuril'sk,RU,81,1634661970,84,50.6789,156.125,40.03,40.03,1016,14.74,31.95,2121385
337,Callaway,US,1,1634661971,58,30.153,-85.5699,81.91,75.25,1022,5.99,79.09,4149635
338,Fort Thomas,US,1,1634661972,54,39.0751,-84.4472,71.64,64.15,1015,1.01,67.12,4292071
339,Igarka,RU,100,1634661973,92,67.4667,86.5833,33.46,33.46,1009,10.92,25.09,1505991
340,Copiapó,CL,0,1634661770,29,-27.3667,-70.3333,55.09,55.09,1014,9.4,51.67,3893656
341,Bonito,BR,2,1634661974,27,-21.1211,-56.4819,88.75,88.75,1013,9.53,86.02,3469294
342,Guarapari,BR,100,1634661975,97,-20.6667,-40.4975,76.89,76.89,1014,8.21,78.84,3461888
343,Muros,ES,11,1634661975,69,42.7762,-9.0603,74.98,67.15,1018,12.33,70.68,3115824
344,Vao,NC,100,1634661976,89,-22.6667,167.4833,72.63,72.63,1014,14.83,73.78,2137773
345,Taku,CN,85,1634661977,37,39.0211,117.6469,40.96,40.96,1029,6.53,36.57,1793424
346,Måløy,NO,100,1634661977,90,61.9353,5.1136,54.25,46.87,995,8.99,52.2,3146487
347,Vallenar,CL,0,1634661920,28,-28.5708,-70.7581,80.29,80.29,1014,11.63,79.23,3868633
348,Menongue,AO,86,1634661978,47,-14.6585,17.691,76.68,76.68,1009,10.56,76.24,3347353
349,Richards Bay,ZA,32,1634661979,72,-28.783,32.0377,60.33,60.33,1027,3.96,59.45,962367
350,Teleneşti,MD,87,1634661980,78,47.4997,28.3656,53.85,49.84,1029,3.98,48.99,617254
351,Tocopilla,CL,13,1634661981,60,-22.092,-70.1979,67.64,67.64,1016,7.65,66.92,3869716
352,Pokhara,NP,100,1634661981,96,28.2333,83.9833,67.82,67.82,1013,1.68,68.81,1282898
353,Linjiang,CN,0,1634661982,69,41.8069,126.9078,27.57,27.57,1029,1.32,27.57,2036069
354,Mercedes,AR,3,1634661917,32,-34.6515,-59.4307,75.85,71.89,1021,1.63,72.75,3430708
355,Sobolevo,RU,39,1634661983,70,54.4299,31.8996,33.26,33.26,1023,7.76,26.53,525426
356,Flin Flon,CA,1,1634661984,70,54.7682,-101.865,37.24,37.24,1028,8.05,31.19,5954718
357,San Ignacio,BZ,75,1634661985,78,17.1561,-89.0714,82.54,82.54,1017,4.61,89.58,3581194
358,Codrington,AU,40,1634661986,96,-38.2667,141.9667,45.82,45.82,1021,11.59,40.3,2171099
359,Laas,IT,99,1634661986,74,46.6166,10.7002,62.06,46.69,1027,2.15,51.17,3175096
360,Jalingo,NG,89,1634661987,72,8.8833,11.3667,81.48,81.48,1008,5.1,85.87,2336589
361,Vila,PT,35,1634661988,70,42.0304,-8.1588,71.74,65.28,1020,8.37,66.79,7117100
362,Llangefni,GB,90,1634661989,97,53.2556,-4.3106,64.76,60.58,1002,26.46,61.21,2644037
363,Salekhard,RU,100,1634661989,99,66.53,66.6019,32.47,32.47,994,9.04,24.82,1493197
364,Paamiut,GL,0,1634661785,56,61.994,-49.6678,39.38,39.38,1022,2.68,39.38,3421193
365,Villa Carlos Paz,AR,0,1634661991,31,-31.4241,-64.4978,81.39,66.07,1020,7.0,70.02,3832791
366,Nacala,MZ,6,1634661992,78,-14.5428,40.6728,75.36,75.36,1017,5.1,76.26,1035025
367,Aitape,PG,99,1634661992,89,-3.1374,142.3475,77.86,77.86,1011,3.58,79.54,2101169
368,Dudinka,RU,91,1634661993,94,69.4058,86.1778,30.25,30.25,1006,10.02,21.56,1507116
369,Doctor Mora,MX,7,1634661994,42,21.1417,-100.3125,66.22,64.29,1017,2.73,62.4,4022983
370,Tumut,AU,19,1634661994,80,-35.3,148.2167,47.39,47.39,1020,3.44,46.31,2145875
371,Avera,US,0,1634661995,35,33.194,-82.5271,74.93,70.48,1023,2.68,70.38,4231997
372,Marzuq,YE,51,1634661996,39,14.4,46.4667,78.13,78.13,1015,3.36,77.49,72181
373,Viedma,AR,7,1634661997,17,-40.8135,-62.9967,82.89,82.89,1016,3.24,80.37,3832899
374,Verkh-Usugli,RU,31,1634661998,92,52.7,115.1667,21.52,21.52,1026,2.39,21.52,2013459
375,Kamenskiy,RU,98,1634661998,65,50.8855,45.488,39.4,39.4,1015,9.48,33.13,553416
376,Khasan,RU,0,1634661999,49,42.4308,130.6434,35.87,35.87,1024,11.36,27.91,2039557
377,Gbadolite,CD,100,1634662000,90,4.2833,21.0167,75.56,75.56,1008,2.73,77.05,216404
378,Jimma,ET,97,1634662001,74,7.6667,36.8333,60.31,60.31,1016,1.57,59.52,333772
379,Namatanai,PG,52,1634661769,80,-3.6667,152.4333,79.95,79.95,1010,6.13,79.95,2090021
380,Antofagasta,CL,11,1634661736,55,-23.65,-70.4,67.21,61.88,1018,7.14,66.22,3899539
381,Kushmurun,KZ,100,1634662003,33,52.4503,64.6311,50.22,50.22,1012,9.26,46.49,1519924
382,Ayan,RU,23,1634662003,57,56.45,138.1667,27.9,27.9,1016,7.65,20.08,2027316
383,Kloulklubed,PW,97,1634662004,77,7.0419,134.2556,81.1,81.1,1011,10.25,86.09,7671223
384,Séguéla,CI,84,1634662005,62,7.9611,-6.6731,84.97,84.97,1009,2.13,89.83,2596934
385,Lorengau,PG,67,1634662005,79,-2.0226,147.2712,81.81,81.81,1010,8.97,88.09,2092164
386,Bakchar,RU,84,1634662007,90,57.0186,82.0711,40.12,40.12,1023,5.95,35.92,1511057
387,Novosergiyevka,RU,100,1634662007,58,52.0934,53.6528,45.21,45.21,1010,8.97,40.51,517982
388,Price,US,90,1634662008,100,39.5994,-110.8107,38.12,34.86,1017,4.61,31.26,5545269
389,Riyadh,SA,1,1634661754,17,24.6877,46.7219,87.94,87.94,1015,8.48,84.29,108410
390,Gariāband,IN,67,1634662009,82,20.635,82.0614,78.35,78.35,1012,2.64,79.74,1271534
391,Kibre Mengist,ET,98,1634662010,81,5.8833,38.9833,62.13,62.13,1016,0.09,61.84,333103
392,Puerto del Rosario,ES,0,1634662011,78,28.5004,-13.8627,74.95,74.88,1017,11.5,75.81,2512186
393,Evensk,RU,100,1634662011,74,61.95,159.2333,10.58,10.58,1003,8.86,-1.95,2125693
394,Seoul,KR,0,1634661725,72,37.5683,126.9778,45.84,38.16,1023,3.44,39.34,1835848
395,Mashhad,IR,0,1634661798,34,36.297,59.6062,64.54,64.54,1018,9.22,62.29,124665
396,Guerrero Negro,MX,37,1634662013,60,27.9769,-114.0611,68.83,68.83,1017,14.18,68.23,4021858
397,Bathsheba,BB,40,1634662014,66,13.2167,-59.5167,88.41,88.41,1013,16.11,99.1,3374083
398,Soyo,AO,67,1634662014,80,-6.1349,12.3689,80.65,80.65,1011,9.71,85.66,2236967
399,Venado Tuerto,AR,0,1634662015,29,-33.7456,-61.9688,78.78,78.76,1019,5.73,78.76,3833062
400,Uzunovo,RU,84,1634662017,78,54.5386,38.6173,36.84,36.84,1017,9.35,30.04,477466
401,Makakilo City,US,1,1634662017,75,21.3469,-158.0858,73.72,67.75,1018,6.91,71.4,5850554
402,Herten,DE,80,1634662018,90,51.6,7.1333,63.84,59.76,1014,4.0,61.56,2905560
403,Dongsheng,CN,88,1634662019,42,39.8161,109.9776,39.65,39.65,1024,4.16,36.77,1812256
404,Abhā,SA,0,1634662019,14,18.2164,42.5053,70.05,69.62,1026,8.05,67.42,110690
405,Diplo,PK,0,1634662020,53,24.4667,69.584,81.16,81.16,1011,13.89,82.27,1179758
406,Thanh Hoa,VN,100,1634662021,91,19.8,105.7667,71.35,71.35,1015,3.29,72.46,1566166
407,Moctezuma,MX,0,1634661740,51,29.8,-109.6667,76.6,76.6,1015,8.41,76.37,3995647
408,Ritchie,ZA,0,1634662022,11,-29.038,24.6028,78.01,78.01,1016,8.52,76.03,961226
409,Plácido de Castro,BR,98,1634662023,87,-10.3353,-67.1856,79.45,79.45,1013,3.8,79.45,3924895
410,Moju,BR,75,1634662024,56,-1.8839,-48.7689,87.87,87.87,1010,2.3,93.15,3394661
411,Hay River,CA,40,1634661739,69,60.8156,-115.7999,30.18,30.16,1022,8.05,22.6,5972762
412,Coahuayana Viejo,MX,77,1634662026,61,18.7333,-103.6833,85.48,85.48,1013,3.09,90.46,4013679
413,Saint-Ambroise,CA,100,1634662026,76,48.5501,-71.3324,48.02,44.2,1004,13.8,39.29,6137381
414,Hofn,IS,100,1634662027,69,64.2539,-15.2082,40.05,40.05,1004,20.51,30.42,2630299
415,Kyshtovka,RU,84,1634662028,73,56.555,76.6271,44.78,44.78,1019,9.19,39.88,1501000
416,Ozinki,RU,100,1634662028,82,51.1786,49.6769,43.9,43.9,1012,7.29,39.69,513329
417,Novopokrovka,UA,30,1634662029,56,49.8425,36.5477,44.98,44.29,1023,9.98,39.83,699328
418,Muroto-misakicho,JP,26,1634662030,59,33.2833,134.15,63.91,63.91,1013,19.53,62.78,1856392
419,Uyuni,BO,3,1634662031,4,-20.4597,-66.825,61.43,61.43,1012,20.6,57.47,3901903
420,Emba,KZ,51,1634662031,29,48.8264,58.1442,54.7,54.7,1010,6.76,51.22,609924
421,Robertsport,LR,59,1634662032,75,6.7533,-11.3686,81.81,81.81,1011,9.26,87.15,2274275
422,Mangai,CD,100,1634662033,91,-4.05,19.5333,73.26,73.26,1010,2.51,74.55,2313084
423,Nurota,UZ,78,1634662033,19,40.5614,65.6886,57.29,57.29,1016,3.6,53.62,1513087
424,Örnsköldsvik,SE,75,1634662034,100,63.2909,18.7153,36.55,35.42,1010,11.5,28.71,2686469
425,Laval,CA,90,1634661838,72,45.57,-73.692,48.99,45.91,1010,7.0,43.74,6050610
426,Zorritos,PE,100,1634662035,78,-3.6805,-80.6782,73.69,73.69,1013,7.65,74.43,3690608
427,Berlevåg,NO,75,1634662036,80,70.8578,29.0864,31.95,28.2,1013,12.66,22.08,780687
428,New Port Richey,US,35,1634662036,54,28.2442,-82.7193,84.2,78.94,1021,5.01,82.63,4165869
429,Soskovo,RU,97,1634662038,71,52.7475,35.3828,37.22,37.22,1022,12.12,29.3,490425
430,Katangli,RU,26,1634662039,85,51.7102,143.2326,20.73,20.73,1019,7.16,11.79,2122783
431,Kulhudhuffushi,MV,33,1634662039,74,6.6221,73.07,81.95,81.95,1013,11.65,87.22,1337613
432,Qeshm,IR,0,1634662041,72,26.9581,56.2719,85.89,85.87,1010,8.5,95.63,119374
433,Martapura,ID,20,1634662041,100,-3.4167,114.85,77.09,77.09,1013,1.14,79.2,1636022
434,Hohhot,CN,0,1634662042,51,40.8106,111.6522,30.49,30.49,1024,4.47,25.83,2036892
435,Vaitape,PF,99,1634662043,78,-16.5167,-151.75,79.48,79.48,1016,13.56,79.48,4033077
436,Rybachiy,RU,100,1634662043,64,48.7073,44.7449,37.26,37.26,1017,10.63,29.97,472757
437,Dakar,SN,0,1634662044,66,14.6937,-17.4441,92.28,89.73,1010,4.61,102.33,2253354
438,Florida,US,40,1634661936,57,28.7505,-82.5001,82.08,78.78,1021,4.0,79.83,4155751
439,Shambu,ET,66,1634662045,70,9.5667,37.1,51.94,51.94,1017,3.24,50.13,328709
440,Fare,PF,79,1634662046,78,-16.7,-151.0167,79.39,79.39,1017,13.62,79.39,4034496
441,Broken Hill,AU,4,1634662047,31,-31.95,141.4333,58.71,58.71,1018,10.36,55.74,2173911
442,Karasjok,NO,62,1634662048,93,69.4719,25.5112,28.51,28.51,1016,4.21,23.81,779350
443,Peleduy,RU,100,1634662048,95,59.6289,112.7406,33.94,33.94,1022,9.37,26.46,2018069
444,Vila Franca do Campo,PT,2,1634661758,64,37.7167,-25.4333,72.01,72.01,1020,8.66,71.92,3372472
445,Yamada,JP,76,1634661895,89,39.4667,141.95,53.78,53.78,1006,4.61,53.04,2110560
446,Sharjah city,AE,0,1634661777,49,25.3573,55.4033,89.89,87.96,1009,4.61,93.65,292672
447,Kurchum,KZ,0,1634662051,36,48.5722,83.6542,48.4,48.4,1021,7.27,45.14,1521762
448,Acapulco de Juárez,MX,90,1634661983,74,16.8634,-99.8901,85.82,85.82,1013,0.0,96.39,3533462
449,Alyangula,AU,7,1634662052,89,-13.8483,136.4192,80.47,80.47,1011,4.61,86.79,2079582
450,Yangi Marg`ilon,UZ,69,1634662053,58,40.4272,71.7189,56.12,54.82,1017,9.22,54.16,1513491
451,Caravelas,BR,73,1634662053,57,-17.7125,-39.2481,84.65,84.65,1012,11.56,87.76,3466980
452,Kaeo,NZ,35,1634662054,94,-35.1,173.7833,52.32,52.32,1025,5.12,51.67,2189343
453,Saskylakh,RU,100,1634662055,97,71.9167,114.0833,21.11,21.11,997,1.41,21.11,2017155
454,San Rafael,AR,0,1634662056,14,-34.6177,-68.3301,81.05,81.05,1014,14.29,79.0,3836669
455,Severnoye,RU,83,1634662056,81,56.3491,78.3619,43.0,43.0,1021,8.23,38.12,1492607
456,Skellefteå,SE,75,1634662057,67,64.7507,20.9528,32.0,30.56,1014,6.91,25.56,602913
457,Manoel Urbano,BR,93,1634662058,57,-8.8389,-69.2597,88.77,88.77,1012,1.79,95.4,3663495
458,Okhotsk,RU,12,1634662058,71,59.3833,143.3,10.29,10.29,1014,11.12,-2.31,2122605
459,Port Blair,IN,26,1634661799,83,11.6667,92.75,81.05,81.05,1014,9.24,87.15,1259385
460,Kasongo-Lunda,CD,68,1634662060,69,-6.4667,16.8167,79.74,79.74,1008,3.6,79.74,2315026
461,Henties Bay,NA,88,1634662060,79,-22.116,14.2845,59.86,59.86,1012,7.78,59.27,3356832
462,Forsytheganj,BY,38,1634662061,76,52.6333,29.7333,36.68,36.68,1026,6.15,31.69,10722858
463,Topaowan,CN,100,1634662062,89,30.67,112.6895,55.09,55.09,1023,9.95,54.48,1811829
464,Najrān,SA,7,1634662062,16,17.4924,44.1277,81.25,81.25,1017,5.08,79.2,103630
465,Lucea,JM,66,1634662063,71,18.451,-78.1736,87.66,85.86,1013,13.53,95.14,3489657
466,Wanaka,NZ,85,1634662064,78,-44.7,169.15,39.11,39.11,1024,4.9,35.51,2184707
467,Solnechnyy,RU,18,1634662065,80,50.7214,136.6319,20.25,20.25,1020,2.55,20.25,2016307
468,Rehti,IN,74,1634662066,74,22.7333,77.4333,75.43,75.43,1012,0.83,76.15,1258242
469,Sadon,RU,97,1634662066,97,42.8518,44.0037,35.15,34.57,1021,0.85,34.57,525990
470,Padang,ID,100,1634662067,88,-0.9492,100.3543,77.05,77.05,1014,4.36,78.6,1633419
471,Rāmgarh,IN,90,1634662068,97,23.6333,85.5167,78.85,78.85,1010,5.1,78.85,1258686
472,Pangnirtung,CA,90,1634662068,93,66.1451,-65.7125,33.8,33.8,1019,5.75,28.56,6096551
473,Pemba,MZ,75,1634662069,83,-12.974,40.5178,75.9,75.22,1017,5.99,76.33,1028918
474,Bārān,IN,73,1634662070,71,25.1,76.5167,76.57,76.57,1011,5.57,77.27,1277084
475,Kahului,US,1,1634662070,82,20.8947,-156.47,75.85,68.68,1018,4.61,72.72,5847411
476,Yankton,US,1,1634662071,55,42.8711,-97.3973,64.11,62.85,1010,6.91,61.43,5233053
477,Koungheul,SN,88,1634662072,20,13.9833,-14.8,100.53,100.53,1008,1.34,98.15,2249554
478,Ghanzi,BW,22,1634662072,30,-21.5667,21.7833,79.27,79.27,1012,14.52,79.27,933759
479,Guanay,BO,100,1634662073,92,-15.4975,-67.8797,70.18,70.18,1019,0.96,71.22,3911924
480,Lata,PT,13,1634662074,61,40.1629,-8.3327,82.04,72.81,1021,6.15,72.7,2738381
481,Malakal,SS,65,1634662074,47,9.5334,31.6605,82.89,82.89,1007,4.14,83.26,370737
482,Wakkanai,JP,100,1634662076,94,45.4094,141.6739,41.9,41.9,1013,20.76,32.81,2127515
483,Senno,RU,87,1634662076,93,59.5336,33.9167,30.83,30.83,1018,4.63,26.06,497024
484,Coyhaique,CL,40,1634661902,52,-45.5752,-72.0662,66.81,57.31,1016,6.91,64.9,3894426
485,Novyy Kostek,RU,100,1634662077,82,43.3353,46.8247,53.24,53.24,1022,13.31,52.12,858716
486,Neiafu,TO,75,1634662078,83,-18.65,-173.9833,74.08,74.08,1016,8.05,75.09,4032420
487,Manono,CD,74,1634662079,79,-7.3,27.4167,75.06,75.06,1010,4.23,75.97,209598
488,Gao,ML,91,1634662079,25,16.6362,1.637,92.26,92.26,1008,3.38,89.46,2457161
489,Huayucachi,PE,94,1634662080,45,-12.1333,-75.2333,63.34,63.34,1014,6.76,61.48,3938819
490,Ipixuna,BR,48,1634662081,56,-1.7625,-48.8043,87.75,87.75,1010,2.91,92.89,3408424
491,Mosquera,CO,75,1634662082,52,4.7059,-74.2302,64.49,64.49,1028,9.22,63.09,3674292
492,Pacific Grove,US,1,1634662083,83,36.6177,-121.9166,59.81,49.68,1017,4.0,54.07,5380437
493,Guiren,CN,100,1634662084,64,33.6697,118.1889,50.76,50.76,1028,7.52,48.54,1809483
494,San Isidro,PE,75,1634662084,74,-12.1167,-77.05,66.25,63.99,1006,1.99,66.06,3929631
495,Husavik,IS,100,1634662085,69,66.0449,-17.3389,35.51,35.51,1014,23.47,23.74,2629833
496,Tabou,CI,94,1634662086,79,4.423,-7.3528,80.65,80.65,1011,9.75,85.48,2281120
497,Iquitos,PE,75,1634662086,66,-3.7481,-73.2472,87.84,87.84,1013,6.91,97.66,3696183
498,San Juan,AR,0,1634661874,13,-31.5375,-68.5364,83.21,83.21,1012,7.18,80.51,3837213
499,Moree,AU,2,1634662088,76,-29.4667,149.85,53.62,53.62,1013,1.14,52.25,2156927
500,Kafue,ZM,69,1634662088,45,-15.7691,28.1814,76.53,76.53,1014,8.14,75.99,915883
501,Epe,NG,83,1634662089,79,6.5841,3.9834,80.58,80.58,1010,6.58,85.33,2343252
502,Isfahan,IR,0,1634661959,6,32.6572,51.6776,65.84,65.84,1012,3.96,62.4,418863
503,Tsimmerbude,RU,100,1634662090,83,54.675,20.1347,48.25,48.25,1017,13.13,42.91,485660
504,Tsaratanana,MG,33,1634662091,55,-16.7833,47.65,77.36,77.36,1017,7.4,77.38,1055059
505,Saint-Augustin,CA,100,1634662091,95,51.226,-58.6502,43.3,43.3,1002,20.83,34.63,6137462
506,Sur,OM,4,1634662092,56,22.5667,59.5289,84.29,84.29,1011,9.08,86.94,286245
507,Maningrida,AU,76,1634662093,84,-12.0667,134.2667,79.09,79.09,1012,6.04,79.09,2067089
508,Cayenne,GF,90,1634662093,74,4.9333,-52.3333,86.04,85.08,1012,4.0,94.48,3382160
509,Santa Isabel Rio Negro,BR,81,1634662094,46,-0.4139,-65.0192,92.88,92.88,1011,2.98,98.15,3662489
510,Vestmannaeyjar,IS,0,1634662095,71,63.4427,-20.2734,47.39,47.39,999,5.75,44.71,3412093
